angle	SFsq	LP	TF	A	P	Pstar	S
1.702	152.2390283293714	9063.67618705967	0.9995616441623097	1.0	1379240.3925870324	-4.4364043559389513E-4	1.0
1.717	152.20133813197364	8905.963773210626	0.9995538858252678	1.0	1354894.8960505119	-4.435606627702989E-4	1.0
1.732	152.16334196901983	8752.331199020407	0.9995460594942139	1.0	1331179.4145758743	-4.4348014872485833E-4	1.0
1.746	152.1276033849928	8612.498552335765	0.9995386935747378	1.0	1309594.3608153912	-4.4340433258874203E-4	1.0
1.761	152.08901746159233	8466.36328050675	0.9995307357946628	1.0	1287036.6290342386	-4.433223824624734E-4	1.0
1.776	152.0501274151412	8323.915101973693	0.9995227100268896	1.0	1265048.2686709375	-4.4323968793988686E-4	1.0
1.791	152.0109338823233	8185.031014751059	0.9995146162736069	1.0	1243610.2870791804	-4.4315624792109023E-4	1.0
1.806	151.97143750413173	8049.593103606355	0.999506454537022	1.0	1222704.4770490576	-4.430720612972131E-4	1.0
1.82	151.9343015531764	7926.193779743304	0.999498775582127	1.0	1203657.1110241357	-4.429928125252365E-4	1.0
1.835	151.89422150740313	7797.101895904214	0.9994904824174858	1.0	1183731.2831275759	-4.429071792872677E-4	1.0
1.85	151.85384052111732	7671.13733786613	0.9994821212761243	1.0	1164288.3933105117	-4.428207961398197E-4	1.0
1.865	151.8131592520108	7548.199900318925	0.9994736921603226	1.0	1145312.968920016	-4.4273366193879263E-4	1.0
1.88	151.77217836195632	7428.193359492132	0.9994651950723792	1.0	1126790.1520853979	-4.426457755311516E-4	1.0
1.894	151.73365979405185	7318.749981438178	0.9994572031330327	1.0	1109897.943489791	-4.4256306853491167E-4	1.0
1.909	151.69210152903125	7204.150940610294	0.999448574638869	1.0	1092210.1912228875	-4.4247372455848084E-4	1.0
1.924	151.6502456084252	7092.221769156967	0.9994398781794135	1.0	1074934.7413625114	-4.423836249417433E-4	1.0
1.939	151.6080927102945	6982.880171609048	0.9994311137570374	1.0	1058058.8866811497	-4.422927684966093E-4	1.0
1.954	151.56564351675004	6876.046999056773	0.9994222813741308	1.0	1041570.4058056194	-4.4220115402609936E-4	1.0
1.968	151.52575755036435	6778.5319786080045	0.9994139765033749	1.0	1026520.2753988642	-4.421149622159716E-4	1.0
1.983	151.48273746811364	6676.335044167116	0.9994050127369551	1.0	1010747.7686685445	-4.4202187880262747E-4	1.0
1.998	151.43942311441194	6576.431191802646	0.9993959810171222	1.0	995329.3846412955	-4.4192803380157413E-4	1.0
2.013	151.39581518703545	6478.752328611136	0.999386881346339	1.0	980254.6090808497	-4.418334259809578E-4	1.0
2.028	151.35191438767552	6383.232870569749	0.9993777137270868	1.0	965513.3151423577	-4.417380541000819E-4	1.0
2.042	151.31067669504722	6295.973865343852	0.9993690959800376	1.0	952047.0365250492	-4.416483498902809E-4	1.0
2.057	151.26621168063372	6204.452117347895	0.9993597970008499	1.0	937923.1214864342	-4.415514972753414E-4	1.0
2.072	151.2214558748563	6114.910848919923	0.9993504300805781	1.0	924105.0600978683	-4.41453876909844E-4	1.0
2.087	151.1764099945378	6027.293327573999	0.9993409952217766	1.0	910584.0922630099	-4.413554875184045E-4	1.0
2.101	151.13410609684982	5947.204324496663	0.9993321280601796	1.0	898225.1090884147	-4.4126296245469455E-4	1.0
2.116	151.08850145236502	5863.152603822918	0.9993225618608644	1.0	885254.8287755661	-4.411630826306564E-4	1.0
2.131	151.042608857711	5780.869536680665	0.999312927730618	1.0	872557.6939013647	-4.4106242998885056E-4	1.0
2.146	150.99642904440893	5700.305846529219	0.999303225672067	1.0	860126.0956270362	-4.4096100321935807E-4	1.0
2.161	150.94996274764694	5621.413961070718	0.9992934556878568	1.0	847952.6882624683	-4.4085880100350476E-4	1.0
2.175	150.9063363839781	5549.249325224174	0.9992842757542374	1.0	836817.525782186	-4.4076271147288487E-4	1.0
2.19	150.85931831736258	5473.460718314727	0.9992743744546554	1.0	825123.3874241413	-4.4065900628905775E-4	1.0
2.205	150.8120159447227	5399.213551128094	0.99926440523728	1.0	813667.3101505466	-4.4055452174034836E-4	1.0
2.22	150.76443001539272	5326.466304200273	0.9992543681048295	1.0	802442.8828768252	-4.4044925647374506E-4	1.0
2.235	150.7165612822323	5255.178846646507	0.9992442630600401	1.0	791443.9089259915	-4.403432091275317E-4	1.0
2.249	150.67162931323472	5189.926695445293	0.9992347704153122	1.0	781376.321035492	-4.402435247859849E-4	1.0
